,artist_uri,artist
1866,spotify:artist:3N1B1g6JtIgd6ClRkzD4yT,Savatage
1867,spotify:artist:3llWEEOW2xNfiKsXXWjrwl,Max Steiner
1868,spotify:artist:4OfvUFjzAjXY8XSWd8MBTE,Simon Curtis
1869,spotify:artist:3zIJJVhqINXeuLWMbZdlbY,Yellow Ostrich
1870,spotify:artist:5WU8v5r46LwBAwXGGCQygh,Satchy
1871,spotify:artist:0NWbwDZY1VkRqFafuQm6wk,Mike WiLL Made-It
1872,spotify:artist:7rqRuB0wgUaStDN73PlV4U,Mansun
1873,spotify:artist:7piM0SL43AEBqjx63f81qx,Dear Landlord
1874,spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,The Beatles
1875,spotify:artist:7skjJzEym3TvOGR4pqtqkP,Bitch Magnet
1876,spotify:artist:5VAHm7V5mnsxvQrWw3KHmx,Gene Vincent
1877,spotify:artist:6LfdGx71ZHRWgP4tBRmQf6,Vintersorg
1878,spotify:artist:5w4jm6oj9XguE2zaCEfd3S,TiRon & Ayomari
1879,spotify:artist:2OUGTXNFUe4WwC4CWpvIal,Dads
1880,spotify:artist:3SU7pCbOPCUMboKnxMvHVW,Negative Gemini
1881,spotify:artist:7jXQfCP0xRnnind08ie0zT,Sorority Noise
1882,spotify:artist:44NX2ffIYHr6D4n7RaZF7A,Van Morrison
1883,spotify:artist:438JBZR1AR0l04AzcYW9gy,Harold Melvin & The Blue Notes
1884,spotify:artist:1rSGNXhhYuWoq9BEz5DZGO,ARTY
1885,spotify:artist:0tQzBYPjAardhWpGkqVdNW,The Incredible String Band
1886,spotify:artist:1ygboTdafDwlY7TUYEj37E,György Kurtág
1887,spotify:artist:6ZiGfYR0PoiGQjdOfxUgvr,Ofdrykkja
1888,spotify:artist:7taxbHlqWyBiQEc38vNT9z,Emperor X
1889,spotify:artist:3uPZlzXot1zP430egHclH8,Lou Rhodes
1890,spotify:artist:2hI2HclB5dgv3Qks0jjXaV,Sunwatchers
1891,spotify:artist:44mzV1KxYq8i2S4LHZxQAp,Yung Simmie
1892,spotify:artist:5VlDD7dvbVLLvOXp1e99cn,Anomalie
1893,spotify:artist:0HJQZHbKgYyWCDc8uVko6S,Rosetta
1894,spotify:artist:5w4idkfqBv56aZsoXgKjQg,Sasquatch
1895,spotify:artist:1EpLpC0tbCla8knfhET78p,McCoy Tyner Trio
1896,spotify:artist:1oJolWh3meHLWUcyIijst7,Black Kids
1897,spotify:artist:4LMsUGCTzMsLYcL90zb8sF,Eddie Henderson
1898,spotify:artist:5d9PdhcsOsXj0GIM857nvE,Paul Haslinger
1899,spotify:artist:4HzKw8XcD0piJmDrrPRCYk,Majid Jordan
1900,spotify:artist:4oeldRAIg8xjmc8etBXBCo,God Macabre
1901,spotify:artist:1pfunEyqsC4oKSBY9gr8lN,Fatima Al Qadiri
1902,spotify:artist:0syIRg9MPSpJIC0QCPUaHB,Beta Radio
1903,spotify:artist:3Mcii5XWf6E0lrY3Uky4cA,Ice Cube
1904,spotify:artist:35ddefRwKDnT4r76P5kzr8,A Light In The Dark
1905,spotify:artist:3UbyYnvNIT5DFXU4WgiGpP,Whitesnake
1906,spotify:artist:5kwHgbzNHq1iHkUSrAmjjQ,Audio Bullys
1907,spotify:artist:6qpmcQfxhmNxNMCJUrpHwe,Dissection
1908,spotify:artist:2kIYZ2eHRnAbaPYE860qNx,Jungle Rot
1909,spotify:artist:2prZJWfQMnIgwUKxKcBxH7,Pierre Boulez
1910,spotify:artist:1Snnn7R5RJ1U4pj6smEI6c,Brave Bird
1911,spotify:artist:0p0OrTiqWgdg8OmoKPzW0s,Lofty305
1912,spotify:artist:5baV8PV4yv8WMlhIXFaGSZ,ohbliv
1913,spotify:artist:76agLI5oSCFbmZnBqKcBJd,Tyrone Davis
1914,spotify:artist:75fIuwXxhZ1atNzWLMrgF0,Tyler Bates
1915,spotify:artist:5ZGDxHhju6eE8ja4IyGe87,Margaret Whiting
1916,spotify:artist:6XGJvNG372fPJ2TV2OoN0Z,Classics IV
1917,spotify:artist:5HAtRoEPUvGSA7ziTGB1cF,The Orb
1918,spotify:artist:0q32a3GRCjDxS4EIrC7YVY,The Sword
1919,spotify:artist:2W8UTum7bU7ue6m0r14H97,The Dramatics
1920,spotify:artist:4KWTAlx2RvbpseOGMEmROg,R.E.M.
1921,spotify:artist:7JCthCuu5Wmxv2avqVFolo,Roger Eno
1922,spotify:artist:57xdnSVt4ahJCIXYLieQ25,The Troggs
1923,spotify:artist:2Fj3tfJcQ93drqfC5cVIDB,Ljå
1924,spotify:artist:5q6z6GTth6lMbL9I8CAgby,Anderson East
1925,spotify:artist:2CqEOngQOOMstJupNn6Hmf,NEU!
1926,spotify:artist:40iUcsx6LWJ0DEPryPmU30,Sneaks
1927,spotify:artist:3CoW2DhcuWKs93YEjEY5Eq,Tiffany Evans
1928,spotify:artist:6urzdpGY5yUimWZsgJUoTb,Airbourne
1929,spotify:artist:0yNLKJebCb8Aueb54LYya3,New Order
1930,spotify:artist:0R14xYQx7svtu3KqDjAo28,Os Velhos
1931,spotify:artist:01Wck2m10xhdxUrLaMq60y,Rene & Angela
1932,spotify:artist:0G070wUUUBptmqGEKAAUVx,U-God
1933,spotify:artist:541FGx3Aj5vHIpwFiByjFg,Born Without Bones
1934,spotify:artist:6FbDoZnMBTdhhhLuJBOOqP,Jewel
1935,spotify:artist:0Z43xNK0ZhtPW2eKi1L1OP,El Tigr3
1936,spotify:artist:6ns6XAOsw4B0nDUIovAOUO,GZA
1937,spotify:artist:2K3t5MwIz2PtQ6w4PciTF9,Sulumi
1938,spotify:artist:1mmehjf7eHA10uHMisZGJg,!!!
1939,spotify:artist:2h93pZq0e7k5yf4dywlkpM,Frank Ocean
1940,spotify:artist:1EcRE2Nnqg2spdn2otakhg,Luscious Jackson
1941,spotify:artist:6FfjnGXMhxSsJTuGLWBDth,HEALTH
1942,spotify:artist:1OkYyMwTFtCIl6Jn664Xtx,Kate NV
1943,spotify:artist:2hLQppESVnOV9ntMD3uA4G,The Essex Green
1944,spotify:artist:3nutnJ57QnbWEdCWn2EyWo,Orange Goblin
1945,spotify:artist:37KB5e6cGsN1AQAB9Omm1U,Coil
1946,spotify:artist:2lktSq1VE3OezchJvi3D8X,Andrea Belfi
1947,spotify:artist:7rlAAAiWScpsT1hmgURAmh,Spellling
1948,spotify:artist:5momCJTdVuC4H9xHhYkaiK,Them Are Us Too
1949,spotify:artist:1PPpmEpuN1KrWNOBqrHeMj,Ultimate Painting
1950,spotify:artist:3GTaO7e3uPaG0SJR7Hxy8L,Bratmobile
1951,spotify:artist:7tNLRmiAN8hpmFrbIHiHsy,Patty Griffin
1952,spotify:artist:6rBLnxCHDUQTw1nf2qWfm2,The Strange Boys
1953,spotify:artist:1SAugjIcuwNPKS4urSB7A6,Joe Budden
1954,spotify:artist:0FJTTwSyFG3TnPYs0Gwuwr,Artificial Brain
1955,spotify:artist:5CrUuS7NQvUeHwPFnzVKcS,Fugly
1956,spotify:artist:1rXr1ZnvbRoYBaedIl9v4v,Drive-By Truckers
1957,spotify:artist:2tSv9mEQSuNVMGr9qjYfkr,Mykki Blanco
1958,spotify:artist:50NoVNy9GU1lCrDV8iGpyu,Ol' Dirty Bastard
1959,spotify:artist:5PFSmueeFLrjYXqn3agenn,Ian Dury
1960,spotify:artist:6puqyrpoPdFNxDJ8KPy2pE,Kate Boy
1961,spotify:artist:5fgtcrHICBqlrkHtSWWu0F,Antonio Variacoes
1962,spotify:artist:2nkC6feEx6dZ4SzATcCmf1,Oquestrada
1963,spotify:artist:0NjdXlUziaK1qv3kgZV4Jy,Jonathan Richman & The Modern Lovers
1964,spotify:artist:2l7DkzVuYJW700mR7r43un,Palace Music
1965,spotify:artist:1AeC9AuzqGc3IXMC2T5xny,Zakk Wylde
1966,spotify:artist:31RaitnNW0bVhYgLl01rRw,Tay Walker
1967,spotify:artist:6AMa1VFQ7qCi61tCRtVWXe,Jim Jones
1968,spotify:artist:5kkVPwCLmdkqaSQpptZtXj,Kingpin Skinny Pimp
1969,spotify:artist:6zpPKMhpOoG646kJgZ7RKf,Johnny Hates Jazz
1970,spotify:artist:1RlBttuJAY33jcaL1TOlUw,AKTHESAVIOR
1971,spotify:artist:0wnYgCeP013HkKoOyC5V32,Allie X
1972,spotify:artist:16Xx0WCnAKOA9mwPPSUJmr,Houston Person
1973,spotify:artist:3w1Q754jb31h5CXQCcnLNL,Capcom Sound Team
1974,spotify:artist:0lO2c86rQmrRJArBxgw0v8,Horse Feathers
1975,spotify:artist:1xS9wRaWvtlxsmERNuNJF2,The Pipettes
1976,spotify:artist:13kHQ586h4Lm9iwVyS2b3K,Michel Petrucciani
1977,spotify:artist:4WlSvDKaq1PA2Nr7cCIPxX,Stephen Stills
1978,spotify:artist:0WtTGUjbur1R1cNzBvbsMU,Broadcast
1979,spotify:artist:6pdYN3jOHWteVALy9sKGEf,Gonjasufi
1980,spotify:artist:5TfnQ0Ai1cEbKY5katFK14,Ladyhawke
1981,spotify:artist:5tcr1ujTO3Q0WH2wkY7RWh,The Gories
1982,spotify:artist:0aQ8Ow9YAkGxr5bbehjkcS,The Lawrence Arms
1983,spotify:artist:17Q9sCBpIyS6yM2YyaI6R4,Lords Of The Underground
1984,spotify:artist:16eRpMNXSQ15wuJoeqguaB,The Flaming Lips
1985,spotify:artist:5ISyOD13aKbf6eqDPIcAmt,Spc-Eco
1986,spotify:artist:5DT78nxI4rAHYddufPUOBx,Priests
1987,spotify:artist:40ZElxHldNyvn7x8WRC6fh,Pink Siifu
1988,spotify:artist:4MySMYG2HfqSoNY4FUGflC,The Dynospectrum
1989,spotify:artist:0TaelSp6OIZw6mzikDmDrB,Emil Landman
1990,spotify:artist:6AwGe2F49hD3ANXvmOwqQB,Black Loops
1991,spotify:artist:3aH99kuvOtHmg0XvQe7t8i,Bandits Of The Acoustic Revolution
1992,spotify:artist:2Yp114orhinD5W0DioIKER,Tabby
1993,spotify:artist:4w23ljX3DiB5hCQbLSn4ij,Lowlife
1994,spotify:artist:6r26MaDr8bqNALjXgYPXMa,The Jesus Lizard
1995,spotify:artist:0JYlkNmu76Wu1DgvWNWq7X,Everything Is Recorded
1996,spotify:artist:76bAuLD5jMIT1YDJ84KB8l,Topaz Jones
1997,spotify:artist:6xTk3EK5T9UzudENVvu9YB,Rancid
1998,spotify:artist:1TUNPwZWJyhaNZpLZzhOUj,Amon Düül II
1999,spotify:artist:5bWApG9Vdshhd1J50UnNf6,Blossom Dearie
2000,spotify:artist:3qjW8zyHZuXOAvwl0WJBWm,Malk
2001,spotify:artist:2iQyHU4IeFpP9lU6OTtfKE,Brokeback
2002,spotify:artist:6XJPGyxrP66scKvIE9kpPN,Lyn Collins
2003,spotify:artist:1sEzh6oUPr7Hlql0kq13ZS,October Falls
2004,spotify:artist:02eZaSqr4w3FTDeabE8KjG,Girlfriends
2005,spotify:artist:3vTEBqXZxtWRFjKx9QVjHp,Eno x Dirty
2006,spotify:artist:5pYKi522166TkjkwTbEqQS,Dedekind Cut
2007,spotify:artist:54MsweggxTxlfYUbhZNIQ0,Sophie Hutchings
2008,spotify:artist:7HL4id2U7FSDJtfKQHMgQx,Cinderella
2009,spotify:artist:2vxhgszTmEHgbNJM7Xd3aW,Instant Funk
2010,spotify:artist:6p9IlXFt2xiIWe1cXvwuuL,Runemagick
2011,spotify:artist:3xtIpqzIOfQUxKce8BU4Ka,Crowbar
2012,spotify:artist:1Pe5hlKMCTULjosqZ6KanP,Martha Reeves & The Vandellas
2013,spotify:artist:4RozeU8Gb3RQ9qqsEbf3JT,Anna Domino
2014,spotify:artist:7j1diUTtFReVVJxSQG3veO,Arsis
2015,spotify:artist:2wJ4vsxWd7df7dRU4KcoDe,Sharon Van Etten
2016,spotify:artist:3Fl3rIZN5X0Ymmj0wYVa9T,BIP LING
2017,spotify:artist:6UE7nl9mha6s8z0wFQFIZ2,Robyn
2018,spotify:artist:0XHM5ZNJDU8e4CfbWMeSzC,Roo Panes
2019,spotify:artist:7MTVlE5MFeIClfw5Zf2XoV,Abfahrt Hinwil
2020,spotify:artist:2qhmNI4ZHPpeDutdg473Z3,The Future Sound Of London
2021,spotify:artist:5m858bXqt99f2hWD72hySB,I Hate Myself
2022,spotify:artist:53LVoipNTQ4lvUSJ61XKU3,MONO
2023,spotify:artist:4Yj490bi1KL0QpDnVOtHyr,Big Moe
2024,spotify:artist:3jC6TS0H7gqQOjrpayv04o,Team Dynamite
2025,spotify:artist:64tVHZVSAZhDEiOJxnb6hE,Sparklehorse
2026,spotify:artist:38DX4hQVvPBs3PThDIAK11,Carbon Based Lifeforms
2027,spotify:artist:5dyW3uE9IuoChIbcIjMaae,Blood Tsunami
2028,spotify:artist:5o04AvqHZxEh6l2TeBKNHQ,Miwon
2029,spotify:artist:5PBErxkQsE0lzNQPrn5oK3,Dead Congregation
2030,spotify:artist:6f5lOlSFJw9K79gaNnmWAd,Tirzah
2031,spotify:artist:0tTHXoich2PK1inzQTz5Bw,Playa Fly
2032,spotify:artist:7CxdGFcZV0dgrz4D35aG6o,Melleefresh
2033,spotify:artist:2mGENPk4M4jtaf5D7fDi98,The Dirty Nil
2034,spotify:artist:6xnvNmSzmeOE1bLKnYXKW3,The Specials
2035,spotify:artist:5kwbFaRKf9HCFGrJPacZ7s,Caravan
2036,spotify:artist:1WudHeuEN3d18SXVos95mc,Do Make Say Think
2037,spotify:artist:2VAnyOxzJuSAj7XIuEOT38,AlunaGeorge
2038,spotify:artist:7KduBCxhfAMiQlhMOHL3IZ,Robb Bank$
2039,spotify:artist:2xLqrYZxa9GYSCVn0STgxV,Mudcrutch
2040,spotify:artist:2K2266AgTWp08gCRaZpLkV,Patron Saint of Bridge Burners
2041,spotify:artist:3nTp46BPWuUUhBV6GXQiY6,The Spits
2042,spotify:artist:4Mmo0f1kp7dyyH3UbK9vUU,Origin
2043,spotify:artist:5iwR7L3O96vO8rVXXuLf5K,Tim Knol
2044,spotify:artist:2TnJ7VOpGzjtKUn0ObpEYe,Neon Hitch
2045,spotify:artist:1YRGQOk4Mk9EpM6nTJhXtK,Daedelus
2046,spotify:artist:7CCn4PFRRRZF127jtCBAUe,The Lovin' Spoonful
2047,spotify:artist:1eLGUQKWRwsvTDCJhH788m,Thelonious Monk Trio
2048,spotify:artist:31HjiqargV4NAw4GZqUale,Ace Hood
2049,spotify:artist:1aBkI1XS3Qq7KgbYEIf4Ul,The Irresistible Force
2050,spotify:artist:2DbEZLoDKZIJlSLeOIc40U,Egg
2051,spotify:artist:6nceGL5HhapgE9AJvlZK1l,[ingenting]
2052,spotify:artist:35C0NSLogAwImm8HAMqEmG,Black Lips
2053,spotify:artist:4urt2xl0g8G7PMl5NXnGbu,Ornatos Violeta
2054,spotify:artist:0MG4LXIw7n4x0wjDc6WYXk,This Will Destroy You
2055,spotify:artist:5BvJzeQpmsdsFp4HGUYUEx,Vampire Weekend
2056,spotify:artist:5V0MlUE1Bft0mbLlND7FJz,Ella Fitzgerald
2057,spotify:artist:08ct2eZF5lUPdJpHwNKWof,Hootie & The Blowfish
2058,spotify:artist:0cQuYRSzlItquYxsQKDvVc,The Guess Who
2059,spotify:artist:0F4rneT54YD3eaWYXUXvFM,ABSRDST
2060,spotify:artist:1b2U0VT1Z4ACqOihBL1fgw,Emily Haines & The Soft Skeleton
2061,spotify:artist:4QkSD9TRUnMtI8Fq1jXJJe,Snail Mail
2062,spotify:artist:0CLDDO3Kl0KJslmhSNHdiF,Nate Young
2063,spotify:artist:5KBwIS9lSKjcpfjdOMvVz4,Matching Mole
2064,spotify:artist:2x8KDZdSONA3872CnhaAlX,Styles P
2065,spotify:artist:4bbloxL2d1IeYwuT2eIgib,Casey Donahew
2066,spotify:artist:2vm8GdHyrJh2O2MfbQFYG0,Ingrid Michaelson
2067,spotify:artist:40dMfiJSBmkMQbf5HNA2nE,Cowboys & Aliens
2068,spotify:artist:5jqKIZLB5WA5KquEihB3ND,Deacon Blue
2069,spotify:artist:5MX2l6ewjOaeWn1lYNhzlO,Bobby Vee
2070,spotify:artist:79JJCxCCfJ8HufX6w8q2k4,Damien Jurado
2071,spotify:artist:3nuc29fYGlQbIrwh4yrNWd,Lake Street Dive
2072,spotify:artist:4waYjUUd6ydX8OJwsr54iE,Demdike Stare
2073,spotify:artist:5miWG3FgilzOG7dy3aowZc,Thieves Like Us
2074,spotify:artist:6yZoNdsPrYLviaEOOzbZt8,Alexandra Burke
2075,spotify:artist:5PbpKlxQE0Ktl5lcNABoFf,Car Seat Headrest
2076,spotify:artist:6Bpr6Jvb2Ic7WlzPD9EPJT,Jan Jelinek
2077,spotify:artist:1ZlNyL0lpTRXyotxiHvgCl,Jank
2078,spotify:artist:73ITRDqlSE4huQlrKuqrBU,Lou Barlow
2079,spotify:artist:6beUvFUlKliUYJdLOXNj9C,King Princess
2080,spotify:artist:4n31svBA9GGIYxGxgrQaRK,George Thorogood & The Destroyers
2081,spotify:artist:7Ai8EYRmzf3N9dhbPvOmQh,Wavy Jone$
2082,spotify:artist:74Lk7WdgkYm19XoHvEsr5F,Mouth Of The Architect
2083,spotify:artist:6biWAmrHyiMkX49LkycGqQ,Thin Lizzy
2084,spotify:artist:5sQJzc7ZGwC4olbhp2kqqX,Brad Mehldau Trio
2085,spotify:artist:5uwRBFpU9SQ9s2Us0nlXkk,Betty Harris
2086,spotify:artist:19oTSjL9FYG6cemjnNwiuF,negoto
2087,spotify:artist:0yqDXjskTQI1nj9bH6W9Ze,Brooke Valentine
2088,spotify:artist:35U9lQaRWSQISxQAB94Meo,America
2089,spotify:artist:5qVBMUGPLZJlWqeLgKrs4U,Boy Kill Boy
2090,spotify:artist:7FtVJzRtpQpU61nBwB7cKN,Fastball
2091,spotify:artist:2K3GorTixXKAiwe2t9lO89,Deicide
2092,spotify:artist:0CTKq7arHzG8F0ToHBW8qj,Akitsa
2093,spotify:artist:68l2i6GeNtwQlhKS59u5bu,Paul Desmond
2094,spotify:artist:6WArR4J31WsWrqVfVtKRTC,Nightmargin
2095,spotify:artist:7CaUk9xCxdXAmmqQn3PLR7,Aceyalone
2096,spotify:artist:0WSSKmoRbxqLf3MnXInQ2J,Max Cooper
2097,spotify:artist:5UVftEhSsIg0kkXlmfhB6M,Hot Hot Heat
2098,spotify:artist:5J7URjIP8aFmeSn2QwF9Au,TYuS
2099,spotify:artist:7e36DF0IaZI4JXfIf95ppT,Big Gipp
2100,spotify:artist:1m00QT2CkW6rHi4dly8rVN,Mallu Magalhães
2101,spotify:artist:5RSOkfm0B0WR4IBbVUtYXk,Shabaka and the Ancestors
2102,spotify:artist:3iOE5ItEv5xr9fmKi7GNh2,Lloyd Price
2103,spotify:artist:2Q7GH1rWjWXjjzjmxxTIo8,Myra Melford
2104,spotify:artist:1JjP30v8j95bAMZN3ws8Kb,Wiegedood
2105,spotify:artist:20VDXslLsXlLgSF765m1Ug,Flipper
2106,spotify:artist:5v2WhpA59TJSdPh7LCx1lN,BONES
2107,spotify:artist:77tT1kLj6mCWtFNqiOmP9H,Daryl Hall & John Oates
2108,spotify:artist:5FWi1mowu6uiU2ZHwr1rby,Feed Me
2109,spotify:artist:42q4Ivs7tAiCZ5C7eG5q4c,Harry Chapin
2110,spotify:artist:699OTQXzgjhIYAHMy9RyPD,Playboi Carti
2111,spotify:artist:4tujQJicOnuZRLiBFdp3Ou,Xzibit
2112,spotify:artist:4S2yOnmsWW97dT87yVoaSZ,NOFX
2113,spotify:artist:7dr3cSEOIZ6tBrm4y1wsnr,Dr. Octagon
2114,spotify:artist:6EtqZ5vLDq7B6PoxvR5oMz,Purtenance
2115,spotify:artist:1rzpgMqxYjRQo4UmWZimFc,Chad Valley
2116,spotify:artist:5SoK9AMhMcwEkTK04Fylz1,DOOMSTARKS
2117,spotify:artist:5w834ZosnqiBBV8xXCi3oD,Willie Hutch
2118,spotify:artist:3OqimSn68hatcBU1Eq4Ujc,Millionyoung
2119,spotify:artist:2GHclqNVjqGuiE5mA7BEoc,Common
2120,spotify:artist:6HzE4yWJ6ULqQwGnzEZEL4,Ectomorph
2121,spotify:artist:1dLWg6m8RRhizsdqJbhyj3,Quiet Riot
2122,spotify:artist:4EZeiu99PrhLwmQYVvaTsY,Charlie Parker Septet
2123,spotify:artist:6Lt6KFXX3P0v6vfrynQAMo,Beth Gibbons
2124,spotify:artist:4K9tGGFyw0Rab8akZVBMQR,Funkstörung
2125,spotify:artist:6P3Zlv61YNe6DHVZhFj8oL,Henry Cow
2126,spotify:artist:6zcDLZ62JsbVM1nLrQMzi4,Lomelda
2127,spotify:artist:5ajIkPBUamM5hTDLtrpTBa,Jon Allen
2128,spotify:artist:0zprAu7NrzRehc0Q0Jc7mL,Man Man
2129,spotify:artist:4LYX3rRdXV2l99wR5YPFoK,Dub Pistols
2130,spotify:artist:3gkJ7lXtLpE4KauFHpk2vK,John Zorn
2131,spotify:artist:1wlzPS1hSNrkriIIwLFTmU,MIKE
2132,spotify:artist:4wyNyxs74Ux8UIDopNjIai,King Krule
2133,spotify:artist:1A4fV156Nn6rWIE8jk5ZpT,BOSCO
2134,spotify:artist:0X7nkgtJrvXcn1W8lN9Mtm,The Residents
2135,spotify:artist:2aWjaq32aRQo58dw0w8NM6,U.D.O.
2136,spotify:artist:00tVTdpEhQQw1bqdu8RCx2,Blue Öyster Cult
2137,spotify:artist:25u5QFxy3HVQsbcbxHOP62,Clarence Clarity
2138,spotify:artist:3SONlwqLIP2GtaMh9pLYe5,Bill Frisell
2139,spotify:artist:62k1Z1es3N69MeOgajx8wT,Symmetry
2140,spotify:artist:0N41KJ4H6bkPAm2tx7VS8C,Anna Wise
2141,spotify:artist:71Ur25Abq58vksqJINpGdx,Miles Davis Quintet
2142,spotify:artist:5X3TuTi9OIsJXMGxPwTKM2,The Young Rascals
2143,spotify:artist:1CWwXncu9sk7EIdbvqcquR,Warmduscher
2144,spotify:artist:3SpA64SUzDeu1Q4MztoGw3,Silkworm
2145,spotify:artist:2Vhc7Y0Kc6HzMC6glKM4h6,Holy Ghost!
2146,spotify:artist:3wlYEOHZHxMKPAyoGC1BFz,Adam Skorupa
2147,spotify:artist:1VFYpTpgmp7ANXqok2dTg3,The Body
2148,spotify:artist:34c4iQ5tkaZKu6Sv28BTde,Danzig
2149,spotify:artist:1EevBGfUh3RSQSGpluxgBm,Joan Baez
2150,spotify:artist:39ywlwtGw8RTGobakgb11L,Kruder & Dorfmeister
2151,spotify:artist:5SP6T04F8Ic9oftMVfdKkp,King Creosote
2152,spotify:artist:1uWO3WGCLeZJOQVPXjAERW,Pictures of Vernon
2153,spotify:artist:03fhEACkfzGtByQtwjjiVH,SmokeyGotBeatz
2154,spotify:artist:6rxxu32JCGDpKKMPHxnSJp,Eric Dolphy
2155,spotify:artist:27DCwiPx5ocQsf4K43SlIL,Colin Blunstone
2156,spotify:artist:21H0kHbS41lECHguMnjGpb,Dibia$E
2157,spotify:artist:3HLksW8rlLvf3HnUsTJpIr,Aggression
2158,spotify:artist:1f5Qv25dd6ldcXS9aKqDTi,oOoOO
2159,spotify:artist:1Zxl7JC5lyI1JAYZyiZhAo,Astroqueen
2160,spotify:artist:17RsbUhjNq6WdID2oC90c1,Les Claypool And The Holy Mackerel
2161,spotify:artist:4PI5IHRvANLL76O5gRmGKL,Blue Cheer
2162,spotify:artist:3kf0gOpxWtkyeMNJVDQPtd,Smoke Dza
2163,spotify:artist:58KBq6qkQnfWYRqCjffQQq,Harakiri for the Sky
2164,spotify:artist:4kwxTgCKMipBKhSnEstNKj,Animal Collective
2165,spotify:artist:24Cf1irKt7kcewb9OOkPum,Joyce Wrice
2166,spotify:artist:7dtYyLTWjuZGOcweC3eD2f,Strawbs
2167,spotify:artist:2BLpGstUHxDc6vHfBEiaXm,The Move
2168,spotify:artist:4YLUMAgNyttwx4hUHgtBtR,Blue Lab Beats
2169,spotify:artist:4QRA0hCwpSqiGIkCU9hGX9,Amanda Appiarius
2170,spotify:artist:3nmCWNVgTseDuX2OyUeTsX,Arp
2171,spotify:artist:16oZKvXb6WkQlVAjwo2Wbg,The Lumineers
2172,spotify:artist:4FAEZeJcsYYBkNq2D3KGTV,Three Dog Night
2173,spotify:artist:5QhsLryFrDbj9IZ38UmMyn,Nice & Smooth
2174,spotify:artist:7wcYEfyBTrH0iT6J4PgSTj,Monsters Of Folk
2175,spotify:artist:1Bl6wpkWCQ4KVgnASpvzzA,BROCKHAMPTON
2176,spotify:artist:7iPH2BRBF9wKa6ljxvdext,Fenne Lily
2177,spotify:artist:7cKtqv9cYVlOwnuCFH95ce,The The
2178,spotify:artist:3qL4moFMePG5zA87tLcCOM,Billy J. Kramer
2179,spotify:artist:6zHRqvws8dVeqL8D31ponr,Tim Buckley
2180,spotify:artist:1F3AxNIIccfck4Om138WFM,Special Favorite Music
2181,spotify:artist:2Xu7q46Hf02xOoEIm4E1Qs,Big Pun
2182,spotify:artist:2n6FviARgtjjimZXu18uRM,Le Tigre
2183,spotify:artist:335TWGWGFan4vaacJzSiU8,A. G. Cook
2184,spotify:artist:4SrBVO8ogFuLb8Tvhl1aEo,Reverorum ib Malacht
2185,spotify:artist:06qEHODsluMWTP4MrQC9RF,THE NOVEMBERS
2186,spotify:artist:2S9W9aSAd7e5mp8WqWxN2h,Hilary Duff
2187,spotify:artist:244fcyNSuyhbRlMGfMbYrO,Badly Drawn Boy
2188,spotify:artist:3LTXHU3DhiYzGIgF2PP8Q8,The Raveonettes
2189,spotify:artist:0BJeP79i5wKgCqsEEiQ7G0,Helena Deland
2190,spotify:artist:70KRtY1QWEurUeM3wuzpG1,Jehst
2191,spotify:artist:6hJtgCB3L5cnJSND7sp6GU,Detroit Swindle
2192,spotify:artist:33D7mclg443drHdfEKSU1L,Cosmic Jokers
2193,spotify:artist:6PTaHj7ZsfKf0EUENQayRi,J-Zone
2194,spotify:artist:1xU878Z1QtBldR7ru9owdU,Phoenix
2195,spotify:artist:0w0n5GVOQZlszSi4WN1Got,Near The Parenthesis
2196,spotify:artist:2Zm0RvnuBqWw1Kimjdns4A,Young Jazz Rebels
2197,spotify:artist:4vQLu6vYK0hp8k0fsAzsU8,Cormega
2198,spotify:artist:3WilJWdCNLSU7fpYjiKb7v,Cassidy
2199,spotify:artist:0CBA5mUfyPo2JWjRAEoyS5,Wedard
2200,spotify:artist:4f5V3PQ66nIrBCqugJtaGn,Death
2201,spotify:artist:52XSRQqTAfZ8ZrIqkQvQyA,Palms Trax
2202,spotify:artist:19Fi1Rj7kk8kyiwxpXy3yM,August Alsina
2203,spotify:artist:2n1YSv6tFmLxYalICWxOGv,Shinichi Atobe
2204,spotify:artist:54QMjE4toDfiCryzYWCpXX,Metronomy
2205,spotify:artist:2Kl8iFAUJmtmyP1Sab1paD,Poe
2206,spotify:artist:4EYVgfZJ8wKXWmIvCx3gOY,Ruth Brown
2207,spotify:artist:2BTZIqw0ntH9MvilQ3ewNY,Cyndi Lauper
2208,spotify:artist:3ViZST9PgFoieuOHY2GZMp,Bear Hands
2209,spotify:artist:2xzL5LUjziEfFyuyKGi0V2,Ildjarn
2210,spotify:artist:0g15pJOpHp0RMVScdAXzLH,Roy Montgomery
2211,spotify:artist:0QOQc6jEsPX5Y45TV0hXQy,Chaos In The CBD
2212,spotify:artist:5cM1PvItlR21WUyBnsdMcn,Robert Glasper
2213,spotify:artist:4NjUYhiL8KL363WwGeLnqZ,ANTEMASQUE
2214,spotify:artist:6GEykX11lQqp92UVOQQCC7,DJ Premier
2215,spotify:artist:70MMkLXtue3Edj3RJhJkYp,Public Image Ltd.
2216,spotify:artist:6ZLTlhejhndI4Rh53vYhrY,Ozzy Osbourne
2217,spotify:artist:1Xylc3o4UrD53lo9CvFvVg,Zara Larsson
